,410 nm,435 nm,460 nm,485 nm,510 nm,535 nm,560 nm,585 nm,610 nm,645 nm,680 nm,705 nm,730 nm,760 nm,810 nm,860 nm,900 nm,940 nm,Name,Brix Values,Group
0,1.2321609219206682,1.526699336017251,1.6758034547740235,1.7185673013741993,1.578445630218345,1.507445513810444,1.406821612709414,1.2140543521625033,0.9164182307024872,0.6561186547228853,0.39370016015605813,0.3053804478441569,0.14956811562280325,0.2442811218728516,0.23523529738988944,0.1484914024118356,0.20811076414738056,0.27977354476741567,App1p1_8722,11.8,7.0
1,1.28975748207437,1.5612034227167049,1.504584342229637,1.545792958338518,1.3982639783532915,1.3163965757323486,1.373039137777255,1.1478183446193098,0.745950185536235,0.6452046590049667,0.3388243370467304,0.3340524689333099,0.12788659799727026,0.2149767402841578,0.22041003036542114,0.1217239591617461,0.16392577749793066,0.24609163664587208,App1p2_8722,10.4,7.0
2,1.2373855404058496,1.5240973543564476,1.5452519039774135,1.624657605084018,1.4776686810253625,1.3668647380529746,1.216655004558271,0.9611227857368277,0.6840927452848103,0.49486194889219925,0.3864049557580415,0.21502727977920702,0.16491219452151992,0.23688426626138898,0.28084794582379247,0.19811680809818993,0.2489148373769925,0.32684863190534247,App1p3_8722,9.3,7.0
3,1.063005269021842,1.4070505388936563,1.5079828380727236,1.607914411871066,1.4397177505664212,1.2670635866433095,1.3085913445591384,1.0630819590477147,0.8629013377032517,0.5906426834879538,0.41483633712615886,0.2525833263672026,0.19557201597845555,0.27078934827052425,0.28379337791260045,0.19589878318090947,0.25238203879826504,0.33591994734922076,App1p4_8722,11.0,7.0
4,0.930134714518868,1.3367598873475506,1.348284341474449,1.5724174382343954,1.4061279015754153,1.066935427178968,1.1802939072850671,0.936557983192646,0.5807392414545133,0.4215319511823444,0.2937863160812034,0.15865800739443606,0.16641654300223704,0.2540729061853967,0.29745431072481576,0.2363727996528801,0.2598785673044539,0.32330112077842904,App2p2_7722,9.3,8.0
5,1.2734911861154228,1.5431524462702324,1.4874251085185832,1.5969125488072433,1.4622787987692005,1.2623404500619508,1.235872260680625,0.9643462035754911,0.7035943706964679,0.38011482635858296,0.3191597093517696,0.13345486306486345,0.16615754098792457,0.26477239407894815,0.3106056123479646,0.24155103996272678,0.235502842394078,0.2989626201493695,App2p3_7722,11.7,8.0
6,1.0420644400614152,1.4522199466064694,1.4412530681786921,1.5279267018254028,1.3586601383392503,1.2090351971135178,1.3477608934331422,1.1996824739504246,1.1481529632418839,0.6990928718165694,0.46959384016460326,0.3090836682478502,0.2491257925807485,0.33581772191392156,0.32944199537100544,0.24096202302287412,0.24232579194133697,0.30500514762064274,App2_7722,11.8,8.0
7,0.9763816563011274,1.2342097072014087,1.177543688237192,1.2924835068018241,1.138338908753864,1.0060674255644846,0.8394491182526927,0.5536429094746799,0.3102697370001122,0.240416739449141,0.16149300074920883,0.1600480386109856,0.17153155422532948,0.20826817841101572,0.2420266621684025,0.21592797002320496,0.2758622148570833,0.3342717535492433,Apple1p1,13.4,10.0
8,1.214143913717203,1.4045996669570646,1.3192558208476963,1.3840981691706415,1.2336615847273666,1.1048306793109457,1.1845503976104215,0.8498218636181306,0.43292053608858105,0.3283649701540198,0.13467454907201928,0.21018753501560875,0.14091765494960576,0.18821727041253042,0.21903008269570423,0.15991560057395943,0.22911594877087488,0.2945397139424778,Apple1p2,12.6,10.0
9,0.7142533616244966,1.0281496969650854,1.0730563958328376,1.2233353870015327,0.9845017646729884,0.7971980410886512,0.7031606990074238,0.43049464484740696,0.27285186535837574,0.15611478338174659,0.14005612273948376,0.10785993385629285,0.1765014218850553,0.19807090983982645,0.21181757817802832,0.18989406361453198,0.2618718076612401,0.3158693287870823,Apple1p3,11.0,10.0
