,410 nm,435 nm,460 nm,485 nm,510 nm,535 nm,560 nm,585 nm,610 nm,645 nm,680 nm,705 nm,730 nm,760 nm,810 nm,860 nm,900 nm,940 nm,Brix Values
0,1.0312146695658357,1.411316489098103,1.183425127248492,1.3678159644870067,1.1960970373470197,0.9418750160629695,1.0848244455611422,0.8201710178806,0.5374251425592651,0.352282333460377,0.23705258677625185,0.13872255002875947,0.11483738022654148,0.18523487686023077,0.23652394692911782,0.1770488689726003,0.139935131831846,0.24050363752087342,14.033333333333333
1,1.1833987048936754,1.4986675691736069,1.3173023774179622,1.454355850142564,1.2985976846481855,1.1010277250568945,1.202778444962443,1.0550402914304267,0.8033807059250159,0.5443281888726528,0.3309127569338046,0.20626192255665263,0.148654400601092,0.23573865924546866,0.27409435597622916,0.19378077782580017,0.13862099089419352,0.24814574448788496,13.666666666666666
2,1.0543819713558942,1.2894223833328071,1.0048280207528035,1.1805035275804483,0.9432498866218433,0.7055107971215931,1.0139286744376237,0.739364873005032,0.48005951376624106,0.360564205157378,0.3827964437404063,0.14815050717174513,0.10241137866574741,0.19632174151178386,0.3014161097480453,0.27386879715989493,0.1577469412729373,0.25954194611734316,12.866666666666667
3,1.0929293587503632,1.401559584005912,0.9997199665018393,1.345483055605295,1.002203768542444,0.7210119343581846,0.9087196269743528,0.7282533751728766,0.5695784330548381,0.3916928996238116,0.4943568336678718,0.1902068036057915,0.2134893502141717,0.30270785259392546,0.4215539854291118,0.45728145552053057,0.3043107169552981,0.39030282460235993,11.475
4,1.30538718856356,1.6184046193672992,1.2227655076791748,1.55031611651633,1.1867060407550736,0.9554389430559996,1.1434971558623825,1.0820704612309935,0.8231072821058322,0.5158235858845577,0.4944361083331011,0.2504991864550828,0.25244396074494946,0.3598379908016348,0.45668011128770053,0.44206387124945135,0.31925294171695595,0.4155387088349401,12.15
5,1.2578792400002414,1.618779044100668,1.1946497188285783,1.5630654438404914,1.1294732135001821,0.8752045824697385,1.128238593579233,1.097528844987768,1.0230596682509492,0.6866314035737107,0.7386230849880733,0.3314740887392322,0.27506110025850067,0.39147370992057284,0.4800642671971406,0.45265839563549126,0.2993360238492213,0.40865692459429487,11.475
6,1.2055773033556823,1.504762662996015,1.5584056347634494,1.6242330691669502,1.473524010040855,1.3644426035597692,1.3262767749010198,1.096519360391589,0.8023406248066961,0.5967069865270012,0.3834414475217471,0.276760880730969,0.159484731030012,0.24173286917223064,0.2550716628729259,0.1660577382131703,0.21833335445514207,0.29715844016696275,10.625
7,1.0818967802319017,1.444044093408084,1.425654172723908,1.565752229622347,1.4090222795612888,1.179437024784812,1.2546423537996116,1.0335288869061874,0.8108288584642884,0.500246549785832,0.36084662186585875,0.20039884623571638,0.19389995885696984,0.2848876740594221,0.31250063948126194,0.23962862087949358,0.2459024005466229,0.3090896295161471,10.933333333333332
8,1.0256313381374997,1.481508278549422,1.2225873456117524,1.540222861770594,1.1069386390661706,0.8961352425010412,1.1886769773303456,1.0695002110125718,0.9939640817550458,0.5492665655276456,0.5425918763393576,0.23200722585626782,0.297495310178541,0.4088246272314443,0.5011760104670651,0.47068059660363115,0.32999317498492586,0.43403994360423315,15.85
9,0.9682596438809421,1.2223196903745197,1.1899519683059088,1.2999723543246662,1.1188340860514066,0.9693653819880271,0.9090534049568463,0.6113198059800725,0.33868071281568973,0.24163216432830237,0.14540789085357053,0.1593651691609623,0.16298354368666332,0.19818545288779085,0.22429144101404505,0.18857921140389877,0.25561665709639936,0.3148935987596011,12.333333333333334
10,1.042080021542867,1.441706786742573,1.200990980157705,1.5256597310519833,1.136358160460238,0.884691598421294,1.1148300740350192,0.9040954865395199,0.6464526010881511,0.4127197476554463,0.452991740159119,0.2111798356135885,0.26719166267092787,0.35577435318168493,0.46067113206975663,0.4589683152811288,0.33067295440602157,0.431578272286455,15.525
11,1.014052819892722,1.1976183788770347,1.0757559036304087,1.138688998739316,0.9135946284978388,0.7958496622755669,0.8217963104052549,0.6183671087666666,0.313742581515674,0.28442159482999824,0.1334273009027709,0.17953121861271437,0.09623746038875837,0.12909876225641637,0.1396118279874631,0.09795606466338873,0.1895993406465902,0.261177297690763,10.6
12,1.150650287818066,1.4500714467891156,1.455678070197287,1.58273095783089,1.4154823846155058,1.2702996153314785,1.324294436126696,1.147925643535684,0.7912531023640911,0.48579147275954604,0.20393315058657402,0.21461874180262988,0.18391382809232296,0.2518293767324247,0.26076427298487825,0.16787006034651178,0.22655371743388245,0.30561986364179194,12.6
13,1.0348979196045545,1.3320714547382642,1.380019133729525,1.5508269046540424,1.3787147900711851,1.251625013015521,1.2894851022928595,1.0742290190519772,0.6995220271622277,0.5773631788133704,0.3246858409787532,0.2539806615179312,0.14793785223842074,0.20870506399667266,0.22081560479132237,0.11478917886688204,0.25169425577636834,0.32551116691347315,11.166666666666666
14,0.9350603806231862,1.140726797902359,1.1072096758269037,1.1092530351711887,0.8902410711971109,0.7719694895347345,0.6809534138777907,0.501723631067721,0.21135951322349542,0.22073956030518213,0.024873366649589435,0.13597718925043228,0.07572620697149049,0.096179979200734,0.11929481809780769,0.07364127607571659,0.17277379669869108,0.24334379888443622,9.9
15,1.1058351683713752,1.3725697810246946,1.0267148568492743,1.3167571008796584,0.9912800745396375,0.7856047792414318,0.8391335971877358,0.6456549404943958,0.5637456261069198,0.33750009685968496,0.3380223818879814,0.1743590508448766,0.29849487298488886,0.3545809872695212,0.4482314802189842,0.47456010214219974,0.3425698881106901,0.4374876776824487,12.55
16,1.2467285705976494,1.5755414494349287,1.2259101745882077,1.552174007732718,1.1952407373324814,0.8976943178661743,1.0745468112099124,0.9245145198245258,0.7827059119817119,0.526560346313788,0.4064132441719397,0.2644591678743441,0.29299947566833334,0.3874263525562954,0.4921244155360892,0.48045349634485557,0.3710531130230821,0.46552409232940123,12.3
17,1.0459863042302122,1.3087314859131223,0.9380444965373125,1.2726817928130396,0.9072486201700547,0.7093276714782359,0.8008695735911622,0.6490704748446245,0.5072631468578032,0.340569996053024,0.2842256283781282,0.171601784692514,0.2641558771484267,0.31185890780306635,0.41980685234329584,0.45490339459299783,0.3612304114887598,0.4387375144140976,11.825
18,1.1071796221693573,1.4898859157303213,1.1939315496309229,1.5586962768098136,1.1940158704594215,0.9072568310750929,1.0091087126859444,0.8880331132794904,0.8537996477131999,0.4651907874218975,0.35887176484029526,0.21570636917481864,0.3124963690511157,0.39212032823799775,0.48258226353722317,0.47106053436198153,0.36395652343143325,0.4592808636361168,12.533333333333333
19,0.9246155059514841,1.2428077997998315,0.9221123394389318,1.0993813764173488,0.6354742634161349,0.27964928532871564,0.3663200995205693,0.4100461924634093,0.6129367403264321,0.6588471584393968,0.6765547184945347,0.22982691054693985,0.050037391400494534,0.1792998720146454,0.40900644451772267,0.4338080535055955,0.3249864097583069,0.40968814759795563,11.4
20,1.151176129411216,1.5520206950623474,1.3500881467547514,1.6124365707774568,1.27547121782021,0.9379032207986823,1.3035489278948444,1.1369968571243925,1.0396933611499979,0.6226361340305544,0.5919194645924868,0.25577964693935107,0.25132185508793836,0.3742177165158306,0.45778191793531686,0.4007772908796829,0.297728391028994,0.4082895083647031,14.1
21,1.1388420694459924,1.4515214005897208,1.233205159819369,1.4376516631677356,1.155729335546125,0.9391005812179225,1.1356780850130714,0.8864027938584159,0.5906092114003536,0.39399918512895354,0.39353474813246,0.16710441873730544,0.230428899409671,0.32916680552986594,0.43876582350323695,0.419228036362173,0.30591905625368687,0.4030432974435663,14.799999999999999
22,1.078366551450328,1.5726815772253087,1.3687226768695655,1.6130931146083187,1.2617380896470352,0.9360674926970877,1.3085606773571372,1.1062651691701226,1.0086086085347477,0.5918912568368878,0.5139843869037324,0.24863504103930903,0.2522677056261766,0.35968072636579285,0.4341293307694836,0.37829005912055774,0.2931619978283507,0.3907454228153066,12.4
23,1.0134207562379778,1.3027654528179213,1.0492533222808669,1.211657288985382,0.9448114397242723,0.6903579454495823,0.7771411659777249,0.6173907388753846,0.44676654832680757,0.4387723395356142,0.4344317750187203,0.18005498615351453,0.09728642387883447,0.18049625213404277,0.2928065611481183,0.2755950304871359,0.26414776756484004,0.35481831143026604,14.6
